card_id,customer_id,card_number,expiry_date,credit_limit,current_balance,available_credit,issue_date,card_type,status
CARD001347,CUST003907,5117385045601387,2028-03-13,10562,6624,3938,2017-04-02,American Express,Active
CARD001348,CUST003494,5184187117675684,2028-12-01,6880,5202,1678,2025-03-23,MasterCard,Active
CARD001349,CUST001672,8097484205079736,2028-04-28,8117,3132,4985,2017-06-15,American Express,Inactive
CARD001350,CUST003496,0912322335107250,2029-03-10,1000,132,868,2024-08-01,MasterCard,Active
CARD001351,CUST004440,0867780304044019,2028-07-04,10132,3110,7022,2024-06-06,MasterCard,Active
CARD001352,CUST004672,9591252552148481,2027-08-05,15420,9047,6373,2024-08-06,American Express,Active
CARD001353,CUST000853,7342686377221705,2027-08-30,8130,508,7622,2025-06-15,American Express,Active
CARD001354,CUST003158,6920482260063085,2027-10-20,6769,5273,1496,2024-11-07,American Express,Active
CARD001355,CUST002337,9806540526399341,2030-05-17,12299,7168,5131,2025-06-27,Visa,Active
CARD001356,CUST001137,3405005365741963,2027-01-04,8878,6775,2103,2023-11-09,MasterCard,Active
CARD001357,CUST001409,8886598733630758,2027-12-19,3760,1474,2286,2025-04-09,Visa,Active
CARD001358,CUST003164,2956147476107084,2026-08-03,9486,4689,4797,2022-09-19,American Express,Active
CARD001359,CUST004993,4916138351075895,2027-05-18,4131,1726,2405,2025-03-09,MasterCard,Active
CARD001360,CUST000976,7602790712108758,2029-08-06,10717,5037,5680,2025-04-20,MasterCard,Active
CARD001361,CUST004954,3262365523467335,2027-09-25,1686,130,1556,2024-10-22,Visa,Inactive
CARD001362,CUST002040,5318270969177684,2026-08-19,7153,3096,4057,2025-03-02,Visa,Active
CARD001363,CUST001662,1304723675381877,2029-07-19,7914,1392,6522,2025-09-20,American Express,Active
CARD001364,CUST000748,6061107294640621,2029-09-14,9642,2526,7116,2025-08-29,MasterCard,Active
CARD001365,CUST003379,4719004668743016,2028-10-31,7904,2847,5057,2025-06-08,American Express,Inactive
CARD001366,CUST000348,5009841857184098,2030-06-06,8780,3013,5767,2023-08-14,MasterCard,Inactive
CARD001367,CUST003437,6596619268539151,2028-11-04,9043,901,8142,2023-07-18,MasterCard,Active
CARD001368,CUST004684,8808288046245796,2029-04-17,16924,7041,9883,2021-03-05,American Express,Active
CARD001369,CUST002212,4632966466968356,2028-07-04,8329,2904,5425,2023-05-02,American Express,Active
CARD001370,CUST001160,6592011385724103,2026-12-07,11136,7312,3824,2019-11-03,Visa,Active
CARD001371,CUST001846,3447421140326123,2029-11-08,2704,1903,801,2024-11-08,MasterCard,Active
CARD001372,CUST004053,5689226415810890,2027-09-03,8243,3492,4751,2022-06-21,Visa,Active
CARD001373,CUST003444,0267532866205242,2026-07-02,7028,318,6710,2024-10-15,MasterCard,Active
CARD001374,CUST001510,9110094298508122,2030-04-08,5871,3696,2175,2024-08-02,MasterCard,Active
CARD001375,CUST004340,2059877224318147,2027-01-25,8100,5998,2102,2024-04-30,MasterCard,Active
CARD001376,CUST000807,1307623936980792,2028-10-15,7245,2093,5152,2021-11-10,Visa,Active
CARD001377,CUST003102,5176649180476595,2030-01-22,1000,28,972,2023-10-07,MasterCard,Blocked
CARD001378,CUST002517,7605190220379053,2029-03-03,12023,6533,5490,2025-03-29,MasterCard,Active
CARD001379,CUST004890,5027667607115634,2029-10-17,4724,3283,1441,2024-01-30,American Express,Active
CARD001380,CUST002540,4410864231744861,2030-07-13,14834,11027,3807,2023-12-30,MasterCard,Active
CARD001381,CUST002875,3205771478267290,2028-09-07,7122,1423,5699,2021-11-27,American Express,Active
CARD001382,CUST004611,8619645009202853,2026-09-16,7889,509,7380,2024-06-26,Visa,Active
CARD001383,CUST000764,9320402375116037,2026-06-04,10838,7334,3504,2024-08-22,MasterCard,Inactive
CARD001384,CUST003022,9191506479507595,2026-05-26,3690,1099,2591,2022-05-03,MasterCard,Active
CARD001385,CUST001305,1270094455797447,2026-09-30,8097,1227,6870,2019-07-12,Visa,Active
CARD001386,CUST001334,9304697214491114,2028-03-28,4277,786,3491,2024-12-02,American Express,Active
CARD001387,CUST003140,8655660882824519,2028-01-19,1716,677,1039,2018-08-12,Visa,Active
CARD001388,CUST001223,7983330603202775,2030-06-30,17567,6647,10920,2025-06-21,Visa,Active
CARD001389,CUST004902,7168393525510168,2027-12-20,13733,10945,2788,2023-07-05,Visa,Active
CARD001390,CUST003936,0801936093596625,2029-03-29,5907,4671,1236,2025-07-08,MasterCard,Active
CARD001391,CUST001648,0927139518790437,2029-09-18,12628,5152,7476,2024-10-23,MasterCard,Active
CARD001392,CUST004760,8775856158772256,2025-12-27,10178,6873,3305,2025-06-14,Visa,Active
CARD001393,CUST000776,4445151304247794,2028-06-23,2964,1781,1183,2025-07-13,American Express,Active
CARD001394,CUST003881,9788500576935789,2029-04-16,7674,3200,4474,2023-08-18,Visa,Active
CARD001395,CUST002294,0872882780833944,2025-10-10,6136,3853,2283,2017-10-21,MasterCard,Active
CARD001396,CUST000709,3550804075894944,2028-11-29,3893,2189,1704,2024-05-10,American Express,Active
CARD001397,CUST000510,7720992719586482,2026-02-22,1000,391,609,2024-08-16,MasterCard,Active
CARD001398,CUST003028,9003648878154818,2029-05-23,7117,1706,5411,2024-12-05,MasterCard,Active
CARD001399,CUST000500,5447894814992129,2028-03-29,5382,879,4503,2025-02-18,MasterCard,Active
CARD001400,CUST000235,5125637975246149,2026-09-28,11644,3888,7756,2019-03-09,MasterCard,Active
CARD001401,CUST004295,7266453408877327,2027-01-07,7544,2919,4625,2025-06-05,American Express,Active
CARD001402,CUST003305,8857688054695874,2026-12-18,2284,949,1335,2023-06-05,MasterCard,Active
CARD001403,CUST002721,3179202223021896,2026-02-26,10388,2322,8066,2025-08-17,MasterCard,Active
CARD001404,CUST004601,1442636974548787,2027-04-21,5741,998,4743,2024-08-23,MasterCard,Active
CARD001405,CUST001151,6010626247152929,2028-03-15,2104,1312,792,2025-06-27,MasterCard,Active
CARD001406,CUST003709,5696995917303433,2026-04-24,14214,3580,10634,2024-06-16,MasterCard,Active
CARD001407,CUST004714,3044894592778838,2030-05-12,2676,1248,1428,2024-01-29,Visa,Active
CARD001408,CUST004846,8605644057083781,2027-07-24,6910,4876,2034,2025-03-29,Visa,Active
CARD001409,CUST004526,9502995850244010,2027-09-26,14509,10379,4130,2024-07-17,MasterCard,Inactive
CARD001410,CUST000712,9739848608472585,2029-02-27,4771,2313,2458,2023-06-24,American Express,Active
CARD001411,CUST000183,6314642557983957,2027-06-02,9640,5646,3994,2025-02-17,Visa,Active
CARD001412,CUST000236,9569458736846017,2030-06-04,3839,2805,1034,2021-02-03,MasterCard,Active
CARD001413,CUST001594,7694608370247398,2027-08-17,8367,4235,4132,2024-11-13,MasterCard,Active
CARD001414,CUST004690,4291759158119216,2026-07-17,3406,2048,1358,2025-09-12,American Express,Active
CARD001415,CUST001373,5411394016655788,2027-11-19,1266,35,1231,2022-02-28,MasterCard,Active
CARD001416,CUST004538,6343638226366406,2028-12-15,3299,988,2311,2025-06-04,Visa,Active
CARD001417,CUST000713,2278053700650301,2026-06-05,8564,1349,7215,2023-11-24,American Express,Active
CARD001418,CUST004725,9484649906118845,2027-01-03,5095,2181,2914,2021-07-16,Visa,Active
CARD001419,CUST001246,3493906385029319,2026-09-03,11916,2161,9755,2023-10-06,Visa,Active
CARD001420,CUST003104,2233040288865472,2026-04-06,13948,11127,2821,2023-03-14,MasterCard,Active
CARD001421,CUST003066,9285137101775724,2026-01-29,4919,3484,1435,2021-11-03,Visa,Active
CARD001422,CUST000763,7528801088686752,2029-11-06,5772,668,5104,2025-08-13,American Express,Active
CARD001423,CUST000716,7155871707516183,2030-05-27,7187,3436,3751,2022-02-04,American Express,Active
CARD001424,CUST001627,1886874566770564,2030-07-22,3419,292,3127,2023-12-04,MasterCard,Active
CARD001425,CUST002376,3961014738255666,2028-04-25,7574,4694,2880,2023-04-09,MasterCard,Active
CARD001426,CUST003681,8776600583829591,2028-10-15,9642,3689,5953,2022-09-06,American Express,Active
CARD001427,CUST000339,0685406475463026,2030-03-08,14503,4533,9970,2018-10-21,MasterCard,Active
CARD001428,CUST002693,2170316765364066,2026-09-08,8728,4436,4292,2024-09-10,Visa,Active
CARD001429,CUST003095,0523162376385836,2028-02-01,9263,5157,4106,2025-01-20,MasterCard,Inactive
CARD001430,CUST002782,6387679824802211,2026-07-21,3854,1075,2779,2023-09-05,American Express,Active
CARD001431,CUST000213,9279809280576264,2029-12-26,6398,1878,4520,2025-09-14,American Express,Active
CARD001432,CUST003617,4901902798066402,2030-08-18,5325,3567,1758,2024-07-16,American Express,Inactive
CARD001433,CUST004574,1788307646676998,2028-05-29,3661,2654,1007,2016-08-20,American Express,Active
CARD001434,CUST001011,0463404336153501,2028-05-14,5329,4082,1247,2019-03-29,American Express,Blocked
CARD001435,CUST000324,0433194990926660,2026-12-20,9209,2753,6456,2025-03-08,Visa,Active
CARD001436,CUST003391,6130652836983993,2028-02-19,6166,4678,1488,2025-09-06,American Express,Active
CARD001437,CUST003932,0311517755352548,2030-06-25,3813,2625,1188,2023-07-22,Visa,Active
CARD001438,CUST003252,5789300472968348,2029-01-20,13348,10566,2782,2025-07-17,American Express,Active
CARD001439,CUST000335,6841018566799152,2030-03-25,6425,3902,2523,2022-04-03,Visa,Inactive
CARD001440,CUST003405,8101304166409704,2025-10-03,6751,5298,1453,2024-08-31,American Express,Active
CARD001441,CUST002256,1003990282000498,2029-02-19,1000,349,651,2024-09-01,MasterCard,Active
CARD001442,CUST001989,0468597297965062,2026-09-21,5392,3265,2127,2024-09-22,Visa,Active
CARD001443,CUST003588,9440317653900994,2028-10-08,1000,466,534,2024-11-05,American Express,Active
CARD001444,CUST001924,8733780603625490,2028-09-29,1000,459,541,2021-11-19,American Express,Active
CARD001445,CUST000234,0691327061035285,2027-09-10,8404,3697,4707,2022-11-04,Visa,Active
CARD001446,CUST002491,5899520822530602,2028-05-06,6085,1750,4335,2024-02-24,Visa,Active
CARD001447,CUST004393,2847752606604366,2029-01-20,1000,446,554,2024-05-26,American Express,Active
CARD001448,CUST001065,8770180773689964,2030-02-10,4385,1098,3287,2025-03-02,MasterCard,Active
CARD001449,CUST002397,0744366506806438,2026-02-15,11426,2715,8711,2021-07-03,MasterCard,Active
CARD001450,CUST001139,2200592787268675,2028-09-11,7704,3083,4621,2025-04-16,MasterCard,Active
CARD001451,CUST004360,9505989597522994,2026-10-30,4501,3186,1315,2022-12-30,Visa,Active
CARD001452,CUST001572,0797520052493781,2030-04-16,4792,1356,3436,2022-11-18,MasterCard,Inactive
CARD001453,CUST002117,1888309749879523,2026-04-14,7211,3444,3767,2021-09-24,American Express,Active
CARD001454,CUST002725,1554949659854753,2027-01-16,11347,6597,4750,2024-09-26,MasterCard,Active
CARD001455,CUST003959,4802778980177593,2026-02-11,8493,3744,4749,2022-09-06,MasterCard,Blocked
CARD001456,CUST003353,1576596237777782,2028-05-04,6639,2419,4220,2022-09-22,American Express,Active
CARD001457,CUST002021,2721217534999542,2026-02-06,6266,3704,2562,2022-02-21,American Express,Active
CARD001458,CUST003040,2724193234959735,2030-01-31,6954,3428,3526,2024-07-06,American Express,Active
CARD001459,CUST000775,4974618318402894,2029-04-30,6200,283,5917,2025-06-20,MasterCard,Active
CARD001460,CUST002771,8011080636141124,2026-01-25,1000,111,889,2024-01-07,MasterCard,Active
CARD001461,CUST000872,2587688931759544,2029-08-30,9839,1617,8222,2025-09-24,Visa,Active
CARD001462,CUST001514,3763512357770486,2025-11-04,8936,4582,4354,2025-05-13,American Express,Active
CARD001463,CUST001264,0014997751087954,2026-02-04,12148,3906,8242,2023-07-28,American Express,Active
CARD001464,CUST004893,3094039272795181,2027-04-06,9980,7108,2872,2022-04-19,American Express,Active
CARD001465,CUST003995,9369072275461685,2028-07-15,6135,749,5386,2018-08-09,American Express,Active
CARD001466,CUST002068,6860577258398227,2029-02-28,7392,3133,4259,2024-10-20,MasterCard,Active
CARD001467,CUST001595,7042505641813454,2027-09-30,7625,5546,2079,2020-11-25,American Express,Active
CARD001468,CUST001981,0130328454709596,2026-07-15,9673,3142,6531,2025-09-16,MasterCard,Active
CARD001469,CUST001221,0111445675069112,2025-10-03,7676,2860,4816,2025-09-16,MasterCard,Inactive
CARD001470,CUST002278,9914256122440378,2028-08-02,3328,1875,1453,2020-03-12,Visa,Active
CARD001471,CUST001483,7521940094898952,2030-05-25,4264,2963,1301,2025-06-21,MasterCard,Active
CARD001472,CUST000409,1235306795785727,2028-01-18,5347,3063,2284,2019-01-10,MasterCard,Active
CARD001473,CUST002239,1811770521485260,2025-10-03,7096,3093,4003,2024-03-16,MasterCard,Active
CARD001474,CUST004166,9358209952743536,2030-04-02,7443,2292,5151,2018-11-24,Visa,Active
CARD001475,CUST003210,8111145770656146,2028-09-27,12419,2733,9686,2025-09-12,American Express,Active
CARD001476,CUST002169,9972395857610348,2028-04-22,9300,3791,5509,2021-02-27,Visa,Active
CARD001477,CUST002216,7535247016587063,2030-03-24,5684,1407,4277,2021-11-06,MasterCard,Active
CARD001478,CUST000476,7523536306695365,2027-07-05,1000,620,380,2025-05-21,Visa,Active
CARD001479,CUST001214,1011128920326991,2026-05-02,15389,1830,13559,2023-09-08,MasterCard,Blocked
CARD001480,CUST002152,5883081050300696,2026-06-09,5707,1154,4553,2025-08-12,MasterCard,Active
CARD001481,CUST004857,5125365469283697,2028-03-23,9817,7235,2582,2022-11-04,American Express,Active
CARD001482,CUST003279,7157298843904214,2029-07-10,13991,9477,4514,2024-03-03,American Express,Active
CARD001483,CUST003645,4174433410842519,2029-01-26,10900,1090,9810,2020-12-19,Visa,Active
CARD001484,CUST003039,3197376444579234,2027-10-27,11556,4906,6650,2025-05-26,MasterCard,Active
CARD001485,CUST004061,6844246634054758,2026-08-12,10264,6922,3342,2024-06-20,Visa,Active
CARD001486,CUST002168,9454190546227469,2030-07-18,5576,903,4673,2025-02-20,American Express,Active
CARD001487,CUST003371,0140761340316803,2029-10-17,8954,371,8583,2024-01-14,MasterCard,Active
CARD001488,CUST001819,8930884355068264,2028-06-15,6623,2841,3782,2025-02-08,American Express,Active
CARD001489,CUST000063,3277766234361038,2026-08-21,3105,1341,1764,2025-06-14,MasterCard,Blocked
CARD001490,CUST002696,6000791542172390,2029-08-15,10083,7057,3026,2025-02-07,MasterCard,Active
CARD001491,CUST004776,8146127633003850,2027-12-14,11572,3402,8170,2025-01-26,Visa,Active
CARD001492,CUST000286,5767240751106566,2028-05-15,16040,3750,12290,2024-10-17,Visa,Active
CARD001493,CUST002253,7350805120943248,2026-08-25,17864,7145,10719,2023-11-02,Visa,Active
CARD001494,CUST002521,9692224695193538,2029-01-30,3348,747,2601,2023-10-06,Visa,Active
CARD001495,CUST001683,0232895500499996,2029-01-05,10806,750,10056,2023-09-13,MasterCard,Active
CARD001496,CUST004612,3640715092287063,2027-12-19,10290,609,9681,2020-11-16,Visa,Inactive
CARD001497,CUST001632,0846803862620244,2029-05-24,8406,1456,6950,2022-06-23,American Express,Active
CARD001498,CUST001480,3916626588717158,2028-03-01,6144,718,5426,2022-10-17,Visa,Active
CARD001499,CUST003012,5056503446311132,2029-07-29,8728,4121,4607,2024-12-12,American Express,Inactive
CARD001500,CUST003502,4888330123575102,2029-05-13,6231,2190,4041,2025-02-28,American Express,Active
CARD001501,CUST003299,7466839241513540,2029-05-05,11806,6335,5471,2024-10-28,MasterCard,Active
CARD001502,CUST001663,6028576479618655,2027-03-24,1427,986,441,2025-05-04,MasterCard,Active
CARD001503,CUST001529,4072784167293360,2025-12-23,9766,2779,6987,2024-02-20,MasterCard,Active
CARD001504,CUST003652,6078981770662356,2030-03-30,9083,4738,4345,2025-05-19,MasterCard,Active
CARD001505,CUST004989,6274818601060375,2028-03-26,9011,3039,5972,2025-05-30,MasterCard,Active
CARD001506,CUST001898,4202751215982946,2028-10-25,9250,3493,5757,2020-09-23,Visa,Active
CARD001507,CUST003308,2838227843776760,2029-02-12,6455,3598,2857,2018-01-16,Visa,Active
CARD001508,CUST001944,3761263773404181,2028-12-19,8787,5093,3694,2022-06-07,MasterCard,Active
CARD001509,CUST003755,3875273654730618,2027-10-16,7839,3068,4771,2025-08-31,Visa,Active
CARD001510,CUST000675,2307859884636560,2026-04-18,8799,3316,5483,2023-07-23,Visa,Active
CARD001511,CUST000746,7856717144156890,2030-06-14,5507,3257,2250,2016-09-14,MasterCard,Active
CARD001512,CUST001494,4264522684879015,2028-01-14,1000,676,324,2022-10-25,American Express,Active
CARD001513,CUST000711,7456156578640831,2030-03-15,8752,6405,2347,2020-12-05,MasterCard,Active
CARD001514,CUST000380,7893292848332994,2028-10-04,8815,2195,6620,2022-09-30,Visa,Active
CARD001515,CUST004037,3352102357051532,2026-02-13,1000,403,597,2025-04-06,MasterCard,Active
CARD001516,CUST002971,8069795309211625,2028-10-10,11079,350,10729,2025-07-11,MasterCard,Active
CARD001517,CUST001387,7068726927419026,2030-02-19,8643,3498,5145,2021-12-05,MasterCard,Active
CARD001518,CUST001337,5723907829025445,2026-03-08,6291,1848,4443,2025-07-13,MasterCard,Active
CARD001519,CUST004274,4923265875058029,2029-04-28,9693,2716,6977,2025-02-08,American Express,Active
CARD001520,CUST003014,6088940926168970,2030-01-25,5378,1218,4160,2020-02-23,Visa,Active
CARD001521,CUST003990,2612514873659507,2029-06-03,1000,194,806,2018-06-15,Visa,Active
CARD001522,CUST004541,2597878118265861,2030-09-04,6248,415,5833,2023-12-24,MasterCard,Active
CARD001523,CUST003205,0725481136341503,2030-08-31,6336,4282,2054,2024-09-14,Visa,Active
CARD001524,CUST002679,9185140128737837,2027-12-22,3777,1049,2728,2025-07-07,Visa,Inactive
CARD001525,CUST001238,1800075667651782,2027-10-28,3575,1972,1603,2025-05-12,American Express,Active
CARD001526,CUST004891,2155277065952859,2028-11-16,5082,3289,1793,2022-09-21,American Express,Active
CARD001527,CUST002639,0271122194746554,2026-12-23,4345,1356,2989,2025-05-30,American Express,Active
CARD001528,CUST001314,3497253060546123,2028-08-09,13735,2620,11115,2025-04-19,American Express,Active
CARD001529,CUST004496,1027740261671376,2025-12-20,9549,2289,7260,2025-08-22,MasterCard,Active
CARD001530,CUST002070,0214649235315648,2029-06-09,1883,1193,690,2025-09-11,Visa,Active
CARD001531,CUST004628,7850236292509989,2027-06-27,8831,3025,5806,2024-09-21,Visa,Active
CARD001532,CUST004158,2092818885142351,2026-10-02,6012,4181,1831,2024-01-27,American Express,Active
CARD001533,CUST001694,4244534687170510,2026-03-29,7978,4245,3733,2024-10-31,American Express,Active
CARD001534,CUST001286,7905107706202896,2029-04-12,1724,1169,555,2025-05-21,MasterCard,Inactive
CARD001535,CUST004436,5450432515305296,2029-06-27,7362,780,6582,2025-09-23,MasterCard,Active
CARD001536,CUST003259,3271258754030103,2030-06-14,1964,116,1848,2024-01-07,Visa,Active
CARD001537,CUST001350,9417309130947428,2026-10-14,9036,722,8314,2023-01-17,American Express,Active
CARD001538,CUST002381,3202477533950577,2027-03-05,7792,5249,2543,2022-10-24,MasterCard,Inactive
CARD001539,CUST002616,7459129142032436,2030-05-31,4895,667,4228,2022-05-20,American Express,Active
CARD001540,CUST003595,6225441520777656,2027-02-01,13622,3900,9722,2022-03-15,Visa,Inactive
CARD001541,CUST004627,2460042746184046,2026-05-21,9786,7543,2243,2022-06-01,Visa,Active
CARD001542,CUST000428,9226314621713811,2027-07-29,5260,2882,2378,2024-06-13,MasterCard,Active
CARD001543,CUST000654,8311374386978060,2029-08-25,1759,1023,736,2025-07-05,Visa,Active
CARD001544,CUST001180,1666524865071083,2029-07-25,4534,305,4229,2024-11-20,Visa,Active
CARD001545,CUST001710,8981494761347701,2027-08-04,1416,1009,407,2024-03-14,Visa,Active
CARD001546,CUST000647,8772140661766172,2027-05-11,7129,359,6770,2024-09-02,American Express,Active
CARD001547,CUST001579,7369208791662701,2028-08-03,5269,2764,2505,2018-11-06,American Express,Inactive
CARD001548,CUST003328,9357961561324352,2027-02-07,8749,5619,3130,2024-12-15,MasterCard,Active
CARD001549,CUST004798,1810779074933343,2027-01-29,8156,263,7893,2024-05-31,MasterCard,Active
CARD001550,CUST001423,8505624952930811,2030-09-03,9706,6908,2798,2018-10-12,MasterCard,Active
CARD001551,CUST001938,4448234618311631,2028-01-02,11312,5549,5763,2022-01-18,Visa,Active
CARD001552,CUST002928,0426070309123559,2027-05-20,11511,3889,7622,2018-05-04,Visa,Active
CARD001553,CUST002588,6387132631805532,2029-10-21,2377,1758,619,2025-07-27,American Express,Active
CARD001554,CUST000612,0097674898211101,2025-12-15,3686,1494,2192,2022-01-13,American Express,Inactive
CARD001555,CUST001692,6852004748216245,2026-07-25,8593,1483,7110,2019-07-26,American Express,Active
CARD001556,CUST002691,5458283345865466,2029-11-10,7319,2412,4907,2025-08-20,American Express,Active
CARD001557,CUST003739,1700961003457626,2025-11-30,3424,1373,2051,2018-12-29,American Express,Active
CARD001558,CUST003529,1736288792861926,2026-03-05,9650,5554,4096,2024-05-08,Visa,Blocked
CARD001559,CUST004164,2125023030242638,2029-05-13,13442,9238,4204,2024-10-30,Visa,Active
CARD001560,CUST001677,4260976998537710,2026-08-25,6839,5249,1590,2023-12-08,MasterCard,Active
CARD001561,CUST003953,4119395127526523,2029-08-25,7681,4402,3279,2025-03-12,Visa,Active
CARD001562,CUST000555,7446793771346864,2025-09-30,10977,3702,7275,2023-03-07,MasterCard,Active
CARD001563,CUST003113,7684325800073748,2028-08-03,8248,4576,3672,2021-11-03,MasterCard,Active
CARD001564,CUST000512,6102651936541575,2029-09-21,1289,253,1036,2024-06-24,MasterCard,Inactive
CARD001565,CUST003760,5902852565904688,2030-07-17,16359,10056,6303,2025-03-02,MasterCard,Active
CARD001566,CUST004416,1001889288798934,2029-06-23,10472,953,9519,2024-10-15,Visa,Active
CARD001567,CUST000968,2121541535614704,2027-08-06,12329,7736,4593,2017-06-20,Visa,Active
CARD001568,CUST000661,7203687679931571,2030-02-11,5753,4402,1351,2021-08-19,Visa,Inactive
CARD001569,CUST001857,8907971467323803,2030-02-11,15027,7399,7628,2024-12-17,American Express,Active
CARD001570,CUST001443,7626954266891666,2027-10-20,10399,1529,8870,2018-08-31,Visa,Active
CARD001571,CUST001827,0336730736999467,2030-02-11,1000,760,240,2023-11-29,Visa,Active
CARD001572,CUST003945,9729190899617866,2028-01-21,10133,5195,4938,2022-12-09,American Express,Active
CARD001573,CUST004184,7813267823780605,2030-06-12,6454,1467,4987,2023-12-03,American Express,Active
CARD001574,CUST004316,7397171308171678,2026-03-23,12021,7653,4368,2024-05-25,MasterCard,Active
CARD001575,CUST001880,4939969419932940,2026-09-27,10698,3384,7314,2025-03-28,Visa,Active
CARD001576,CUST002131,0691966660655340,2030-02-24,5416,3271,2145,2020-04-30,Visa,Active
CARD001577,CUST004186,9419191732943701,2026-12-23,4574,1161,3413,2025-01-01,MasterCard,Active
CARD001578,CUST001614,2310553607122006,2027-08-20,5633,2809,2824,2025-04-01,MasterCard,Active
CARD001579,CUST003292,2999600812460634,2029-05-21,4664,2346,2318,2021-02-25,American Express,Active
CARD001580,CUST004822,8299103454282307,2029-10-19,8125,4716,3409,2025-04-13,MasterCard,Active
CARD001581,CUST003432,8318990406815422,2026-08-16,11118,5026,6092,2024-12-26,American Express,Active
CARD001582,CUST001110,5816016343980206,2029-08-16,5099,1775,3324,2020-10-04,Visa,Active
CARD001583,CUST000560,8771098364008767,2030-04-27,8183,5225,2958,2022-08-22,American Express,Active
CARD001584,CUST001235,2404864507549235,2027-03-31,3637,2061,1576,2025-04-28,MasterCard,Active
CARD001585,CUST001039,3253084279013333,2030-05-31,9893,461,9432,2021-08-25,American Express,Active
CARD001586,CUST001195,2378921672012295,2029-07-16,10759,8181,2578,2025-07-24,Visa,Inactive
CARD001587,CUST002225,9395510988784469,2028-06-03,7368,2121,5247,2024-07-26,American Express,Active
CARD001588,CUST003598,9893858550510769,2029-12-29,5519,1480,4039,2023-01-07,American Express,Inactive
CARD001589,CUST002166,6535401766045690,2026-01-05,9035,2248,6787,2023-04-01,American Express,Active
CARD001590,CUST004900,3626403911553983,2027-05-12,6607,3844,2763,2023-04-07,Visa,Active
CARD001591,CUST000952,3390471107242159,2025-12-27,4620,1161,3459,2025-06-08,American Express,Active
CARD001592,CUST004616,7840590941888116,2029-02-27,6294,1822,4472,2025-08-11,Visa,Active
CARD001593,CUST000935,4009381081615321,2025-10-20,7034,3858,3176,2024-12-29,Visa,Active
CARD001594,CUST002910,1787791961805403,2028-11-14,8792,4436,4356,2023-09-30,MasterCard,Active
CARD001595,CUST004747,3905216504215306,2027-07-11,7429,5081,2348,2025-03-20,Visa,Active
CARD001596,CUST000395,5400609749430079,2026-08-29,6573,2919,3654,2019-11-06,MasterCard,Active
CARD001597,CUST004532,6997072242849528,2029-05-18,6121,2996,3125,2022-11-13,Visa,Active
CARD001598,CUST002139,5910975766501555,2026-09-12,16996,9178,7818,2019-06-05,MasterCard,Active
CARD001599,CUST000118,8609568446670958,2028-10-19,2795,1444,1351,2023-07-28,MasterCard,Active
CARD001600,CUST004122,3188727069858910,2030-04-20,3183,1298,1885,2022-03-30,Visa,Active
CARD001601,CUST001022,5993523267743827,2026-11-02,5171,3651,1520,2022-07-15,American Express,Active
CARD001602,CUST002236,4483614950900705,2026-01-10,10359,944,9415,2025-01-24,MasterCard,Active
CARD001603,CUST001298,3457614448491623,2027-03-17,5056,956,4100,2024-12-20,American Express,Active
CARD001604,CUST001253,4392020613276871,2029-05-18,11975,3244,8731,2023-03-08,American Express,Active
CARD001605,CUST001163,2738593440144071,2026-01-21,5270,2907,2363,2023-08-05,American Express,Active
CARD001606,CUST004395,9550522663423030,2030-06-26,7183,179,7004,2024-06-15,Visa,Active
CARD001607,CUST002536,0055576671408011,2028-07-26,2518,1810,708,2020-12-16,Visa,Active
CARD001608,CUST001528,5724721924134745,2025-11-20,8981,803,8178,2023-09-11,Visa,Active
CARD001609,CUST004397,5118393239410651,2026-03-07,5872,2598,3274,2024-08-05,Visa,Active
CARD001610,CUST003041,4775554144738430,2026-05-26,1000,440,560,2020-12-29,Visa,Active
CARD001611,CUST003136,8236357864578570,2029-01-05,5563,2660,2903,2018-01-29,American Express,Active
CARD001612,CUST000059,9738287643200927,2029-07-25,1000,709,291,2025-03-15,American Express,Active
CARD001613,CUST002456,1378350239442405,2026-01-29,7834,6096,1738,2025-03-03,MasterCard,Active
CARD001614,CUST004535,8779978641511818,2030-08-26,18206,13491,4715,2025-06-26,American Express,Active
CARD001615,CUST004341,3100834525572316,2028-07-10,11157,2219,8938,2023-07-10,Visa,Active
CARD001616,CUST004650,5712211230677069,2030-04-29,4468,1394,3074,2025-01-07,American Express,Active
CARD001617,CUST004335,9115752876666769,2026-09-06,3185,1508,1677,2018-01-23,MasterCard,Active
CARD001618,CUST004737,3396487820680505,2028-02-11,5009,1748,3261,2024-10-25,MasterCard,Active
CARD001619,CUST000084,1415223911582736,2027-02-12,7504,1237,6267,2025-08-24,American Express,Active
CARD001620,CUST001863,7495636447849686,2026-12-11,7103,4686,2417,2025-01-13,MasterCard,Active
CARD001621,CUST001388,3648926759642190,2029-09-22,8574,4319,4255,2025-02-19,MasterCard,Active
CARD001622,CUST002191,5208404948153504,2027-08-03,5031,288,4743,2023-08-13,MasterCard,Active
CARD001623,CUST003109,1391168826993274,2027-12-25,5334,1068,4266,2025-05-28,Visa,Inactive
CARD001624,CUST000677,9906109287133635,2030-01-04,8807,1985,6822,2022-06-20,American Express,Active
CARD001625,CUST003813,9013061265919477,2027-01-17,12612,6567,6045,2023-03-27,MasterCard,Active
CARD001626,CUST004581,2679712395972534,2029-12-11,3216,149,3067,2025-08-23,American Express,Active
