account_id,customer_id,account_type,account_number,current_balance,open_date,interest_rate,status
ACC004379,CUST002842,Money Market,165463450384,48220.05,2023-08-11,0.0237,Active
ACC004380,CUST002843,Savings,078132877576,5734.78,2024-04-01,0.0219,Active
ACC004381,CUST002843,Money Market,045096466368,21655.51,2024-09-05,0.0279,Dormant
ACC004382,CUST002843,Savings,187301386037,23442.0,2024-03-31,0.0222,Active
ACC004383,CUST002844,Checking,698967229650,4777.2,2024-02-19,0.0001,Active
ACC004384,CUST002845,CD,662412134045,7344.73,2025-02-04,0.0316,Active
ACC004385,CUST002845,Checking,288116493502,9195.79,2022-09-23,0.0001,Active
ACC004386,CUST002845,Savings,341908268280,29805.98,2022-01-27,0.017,Closed
ACC004387,CUST002846,Savings,592148100433,130.3,2021-11-23,0.0132,Active
ACC004388,CUST002847,Checking,968957154819,6242.18,2024-04-05,0.0001,Active
ACC004389,CUST002847,Savings,808114251532,0.0,2025-07-23,0.0154,Active
ACC004390,CUST002847,Savings,256926987010,23721.3,2023-07-21,0.0204,Active
ACC004391,CUST002847,Savings,304352135653,25059.07,2023-06-13,0.0282,Active
ACC004392,CUST002848,Money Market,397883566140,60435.32,2020-03-14,0.0358,Active
ACC004393,CUST002849,Checking,135047408308,12587.3,2024-10-08,0.0001,Active
ACC004394,CUST002849,Money Market,241194949217,30817.39,2023-04-18,0.0355,Active
ACC004395,CUST002849,Savings,168416206356,12039.31,2024-12-23,0.0254,Active
ACC004396,CUST002849,Savings,917942109156,35972.72,2021-01-03,0.016,Active
ACC004397,CUST002849,Checking,946769861150,6855.75,2018-11-26,0.0001,Closed
ACC004398,CUST002849,Savings,375442321143,15014.22,2023-10-04,0.0134,Active
ACC004399,CUST002850,Checking,153078300315,5299.92,2019-10-17,0.0001,Active
ACC004400,CUST002851,Checking,861824366141,12180.87,2020-01-12,0.0001,Active
ACC004401,CUST002851,Checking,117239146801,7722.42,2025-01-25,0.0001,Active
ACC004402,CUST002852,Savings,417691165407,1884.2,2022-02-25,0.0188,Active
ACC004403,CUST002852,Checking,039232175175,5651.3,2024-08-10,0.0001,Active
ACC004404,CUST002852,Money Market,609549006579,29229.12,2020-06-03,0.0222,Active
ACC004405,CUST002853,Money Market,460544296258,54060.78,2025-07-20,0.0212,Active
ACC004406,CUST002853,Money Market,689721295802,24702.84,2020-01-31,0.0222,Active
ACC004407,CUST002854,Money Market,048765203475,46197.53,2021-09-24,0.0263,Active
ACC004408,CUST002855,Checking,301803761878,2835.99,2025-02-14,0.0001,Active
ACC004409,CUST002856,Money Market,667913801148,15807.13,2025-09-25,0.0359,Active
ACC004410,CUST002856,Checking,037827560839,2653.14,2025-02-07,0.0001,Active
ACC004411,CUST002857,Checking,282549791710,4335.08,2025-02-11,0.0001,Active
ACC004412,CUST002857,Checking,304770666258,2077.45,2025-07-22,0.0001,Active
ACC004413,CUST002858,CD,753552557509,6654.56,2023-03-02,0.0312,Active
ACC004414,CUST002859,Savings,881251433831,19205.28,2025-09-23,0.0113,Active
ACC004415,CUST002860,Savings,300001807642,14861.38,2022-12-01,0.0166,Active
ACC004416,CUST002861,Checking,907760285055,5356.99,2024-01-04,0.0001,Active
ACC004417,CUST002862,Savings,232946766874,27413.72,2022-03-30,0.0217,Closed
ACC004418,CUST002863,Savings,748531208033,14081.13,2022-06-21,0.015,Active
ACC004419,CUST002864,Savings,931771379498,29356.51,2022-02-21,0.0273,Active
ACC004420,CUST002865,Checking,384860891271,0.0,2022-06-26,0.0001,Dormant
ACC004421,CUST002866,Checking,874391837067,3064.53,2022-01-18,0.0001,Active
ACC004422,CUST002867,Checking,001298158029,102.61,2020-04-04,0.0001,Active
ACC004423,CUST002868,Checking,818276243404,4158.89,2021-08-11,0.0001,Active
ACC004424,CUST002869,Checking,112789567538,3324.61,2021-12-04,0.0001,Closed
ACC004425,CUST002869,CD,808160034746,10887.69,2023-05-15,0.0321,Active
ACC004426,CUST002870,Savings,059738480321,18301.75,2022-12-26,0.0183,Active
ACC004427,CUST002870,CD,975903302423,18892.57,2025-09-21,0.0391,Active
ACC004428,CUST002870,Savings,274871048560,19901.66,2022-01-09,0.0245,Dormant
ACC004429,CUST002871,Savings,673188191262,27667.89,2024-06-13,0.0262,Active
ACC004430,CUST002871,Checking,244419086565,2236.5,2025-04-08,0.0001,Active
ACC004431,CUST002871,Checking,614380611847,4611.57,2022-05-30,0.0001,Dormant
ACC004432,CUST002872,Checking,230374327531,2833.82,2025-01-12,0.0001,Active
ACC004433,CUST002873,Savings,427065510865,27977.66,2024-01-22,0.0158,Active
ACC004434,CUST002874,Checking,264933166174,5948.02,2022-10-16,0.0001,Active
ACC004435,CUST002875,Savings,471212336620,17951.21,2025-01-26,0.0286,Dormant
ACC004436,CUST002875,Savings,919335168976,28381.91,2020-09-08,0.0131,Dormant
ACC004437,CUST002875,Savings,317862066126,15273.35,2022-08-03,0.0211,Active
ACC004438,CUST002875,Checking,767317933495,6600.76,2021-02-27,0.0001,Active
ACC004439,CUST002875,Savings,685901484521,11837.84,2021-05-08,0.0187,Active
ACC004440,CUST002875,CD,687862206141,11822.8,2018-02-03,0.0301,Active
ACC004441,CUST002876,Money Market,079638583898,0.0,2023-06-16,0.0249,Dormant
ACC004442,CUST002877,Savings,435714017310,23493.0,2021-12-24,0.0262,Active
ACC004443,CUST002878,Savings,299244016741,21426.63,2025-08-23,0.0299,Active
ACC004444,CUST002879,Money Market,939425174320,26866.64,2022-02-15,0.0258,Active
ACC004445,CUST002879,Checking,874217500568,8838.67,2024-05-05,0.0001,Active
ACC004446,CUST002879,Money Market,498063937964,32032.56,2025-08-21,0.0377,Active
ACC004447,CUST002880,Checking,389970988703,2712.42,2023-09-01,0.0001,Active
ACC004448,CUST002881,Savings,959413273093,25518.4,2024-06-20,0.0147,Active
ACC004449,CUST002882,Savings,945955940841,6294.86,2017-11-15,0.0205,Active
ACC004450,CUST002883,Money Market,734431211568,11358.97,2020-06-06,0.0285,Active
ACC004451,CUST002884,Money Market,158160636077,31664.78,2024-12-02,0.0376,Active
ACC004452,CUST002884,Savings,214670454440,10500.91,2022-06-01,0.0253,Active
ACC004453,CUST002884,Checking,826353162407,4328.49,2019-07-18,0.0001,Active
ACC004454,CUST002885,Money Market,972888597386,12341.89,2023-05-28,0.0301,Active
ACC004455,CUST002886,Money Market,212527700398,26274.79,2025-03-29,0.0209,Active
ACC004456,CUST002887,Checking,353035457949,2138.68,2025-03-06,0.0001,Active
ACC004457,CUST002888,Money Market,872265408608,10982.71,2020-01-24,0.0259,Active
ACC004458,CUST002889,Savings,623848313216,16911.5,2025-06-28,0.0287,Active
ACC004459,CUST002890,Checking,813519069307,3150.17,2025-09-19,0.0001,Active
ACC004460,CUST002891,Checking,270881796419,4210.06,2021-09-24,0.0001,Active
ACC004461,CUST002892,Checking,701502835710,3895.04,2025-09-17,0.0001,Active
ACC004462,CUST002893,Checking,998735199774,5955.86,2018-06-28,0.0001,Active
ACC004463,CUST002894,Checking,732392394630,6082.28,2024-11-10,0.0001,Active
ACC004464,CUST002895,Checking,290081647860,5827.8,2025-08-17,0.0001,Dormant
ACC004465,CUST002896,Checking,295817597455,3523.58,2024-04-22,0.0001,Active
ACC004466,CUST002897,Money Market,877314124904,30725.45,2019-02-07,0.0383,Active
ACC004467,CUST002897,Money Market,077087155994,7098.97,2024-06-13,0.0368,Closed
ACC004468,CUST002898,Checking,516452083590,5300.27,2021-05-19,0.0001,Closed
ACC004469,CUST002899,Checking,850211090993,6761.83,2018-12-31,0.0001,Active
ACC004470,CUST002899,Checking,400060943632,7432.52,2021-10-14,0.0001,Active
ACC004471,CUST002900,Savings,982373427762,20811.75,2022-10-31,0.0196,Active
ACC004472,CUST002900,Checking,684871487034,4795.05,2024-07-14,0.0001,Active
ACC004473,CUST002900,CD,241403134538,14240.06,2025-09-25,0.0389,Active
ACC004474,CUST002901,Checking,337767476727,8724.06,2023-03-10,0.0001,Active
ACC004475,CUST002902,Checking,184095256902,8632.23,2022-07-24,0.0001,Active
ACC004476,CUST002902,Money Market,146521218168,15522.3,2021-11-17,0.0267,Active
ACC004477,CUST002902,Checking,869163365526,11183.17,2021-11-07,0.0001,Active
ACC004478,CUST002903,Checking,193165370930,4489.31,2025-01-21,0.0001,Active
ACC004479,CUST002903,Money Market,264560015264,15715.64,2025-06-22,0.0382,Active
ACC004480,CUST002904,Savings,234895150442,16898.78,2025-03-07,0.0212,Active
ACC004481,CUST002905,Checking,021931345731,6503.9,2023-04-16,0.0001,Active
ACC004482,CUST002906,Checking,564566286800,5147.91,2024-05-18,0.0001,Active
ACC004483,CUST002907,Checking,388112628875,4343.83,2019-01-29,0.0001,Active
ACC004484,CUST002907,Checking,776784919260,444.85,2025-02-02,0.0001,Active
ACC004485,CUST002907,Checking,971211642818,5432.91,2023-06-24,0.0001,Active
ACC004486,CUST002907,Checking,848332693315,3460.85,2023-12-20,0.0001,Active
ACC004487,CUST002908,Checking,816144440597,2696.71,2025-07-04,0.0001,Active
ACC004488,CUST002909,Checking,112702944276,3059.94,2024-04-27,0.0001,Active
ACC004489,CUST002910,Savings,815654037438,9719.03,2020-02-03,0.0132,Active
ACC004490,CUST002911,Savings,274326185936,19690.41,2025-02-17,0.0284,Active
ACC004491,CUST002912,Checking,869702672156,8699.56,2021-02-05,0.0001,Closed
ACC004492,CUST002912,Savings,904074067568,32433.29,2023-11-27,0.0264,Active
ACC004493,CUST002912,Savings,914893838324,22295.72,2023-09-28,0.0223,Active
ACC004494,CUST002912,Checking,822766567779,2373.29,2023-04-22,0.0001,Active
ACC004495,CUST002912,Savings,325813944010,0.0,2020-11-18,0.0189,Active
ACC004496,CUST002912,Money Market,090182785087,16483.6,2024-01-26,0.0356,Dormant
ACC004497,CUST002913,Savings,120302334807,26078.46,2020-03-28,0.0189,Active
ACC004498,CUST002914,Checking,866769329540,7950.6,2024-01-21,0.0001,Active
ACC004499,CUST002915,Checking,415172458380,7034.25,2024-09-16,0.0001,Active
ACC004500,CUST002915,Checking,430669493952,3510.69,2022-04-28,0.0001,Dormant
ACC004501,CUST002915,Checking,029566283740,3418.93,2021-10-29,0.0001,Active
ACC004502,CUST002915,Checking,066802424280,5055.54,2025-05-04,0.0001,Active
ACC004503,CUST002916,Checking,001690685486,7744.24,2024-06-29,0.0001,Active
ACC004504,CUST002917,Checking,043971623473,5663.1,2025-06-09,0.0001,Active
ACC004505,CUST002918,Savings,242098622967,16437.94,2022-05-12,0.0113,Active
ACC004506,CUST002919,Checking,609519738225,4925.77,2022-09-11,0.0001,Active
ACC004507,CUST002920,Savings,999939440127,3527.01,2023-06-27,0.0216,Active
ACC004508,CUST002921,CD,457153995582,9753.03,2022-06-23,0.0419,Active
ACC004509,CUST002922,Money Market,280569223103,12104.83,2023-04-26,0.0274,Active
ACC004510,CUST002923,Checking,811033898282,0.0,2023-10-17,0.0001,Active
ACC004511,CUST002924,Checking,431321629362,6626.75,2025-05-11,0.0001,Active
ACC004512,CUST002925,Savings,271416475161,32699.48,2019-11-21,0.0201,Active
ACC004513,CUST002926,Money Market,885984538120,5401.03,2016-05-11,0.0264,Active
ACC004514,CUST002926,Savings,064002096031,20476.37,2017-02-04,0.0107,Active
ACC004515,CUST002927,Checking,458044258232,631.83,2025-07-08,0.0001,Active
ACC004516,CUST002928,Checking,244075844782,7434.27,2022-06-13,0.0001,Active
ACC004517,CUST002929,Checking,482119160047,5542.77,2025-04-19,0.0001,Active
ACC004518,CUST002930,Savings,191504688376,16123.61,2025-09-10,0.0164,Closed
ACC004519,CUST002930,Money Market,363918053749,15809.87,2022-03-21,0.0353,Active
ACC004520,CUST002930,Savings,165727311493,16723.01,2024-06-25,0.0186,Active
ACC004521,CUST002931,Checking,561285811373,0.0,2022-08-21,0.0001,Active
ACC004522,CUST002932,Savings,090997483366,30492.14,2023-03-30,0.0121,Active
ACC004523,CUST002932,Checking,320216934556,3938.82,2025-05-05,0.0001,Active
ACC004524,CUST002932,Checking,625452299701,5274.23,2024-11-02,0.0001,Active
ACC004525,CUST002933,Savings,838619276233,33087.2,2021-09-22,0.0234,Active
ACC004526,CUST002934,Savings,235268040193,27218.83,2024-08-31,0.0203,Active
ACC004527,CUST002935,Savings,859834023360,12683.98,2022-08-06,0.0194,Active
ACC004528,CUST002936,Savings,582375473074,0.0,2021-12-17,0.0131,Active
ACC004529,CUST002937,Checking,591224139942,3278.78,2024-02-17,0.0001,Active
ACC004530,CUST002938,Checking,430005179352,2172.93,2019-10-12,0.0001,Active
ACC004531,CUST002938,Savings,778548952862,0.0,2021-05-24,0.0234,Active
ACC004532,CUST002938,Checking,504004922267,10705.18,2019-03-08,0.0001,Active
ACC004533,CUST002939,Checking,965188237937,2463.41,2023-02-23,0.0001,Active
ACC004534,CUST002940,Savings,078380623946,14497.78,2023-02-18,0.0185,Active
ACC004535,CUST002941,Checking,531837890462,4275.91,2024-12-21,0.0001,Active
ACC004536,CUST002941,Checking,220400718486,7338.5,2017-01-11,0.0001,Active
ACC004537,CUST002941,Checking,370663292871,5633.39,2023-12-15,0.0001,Closed
ACC004538,CUST002941,Checking,610472685341,3922.78,2021-02-08,0.0001,Active
ACC004539,CUST002942,Checking,662771487543,4610.48,2024-04-24,0.0001,Active
ACC004540,CUST002942,Savings,466336630953,19571.67,2024-10-08,0.0107,Active
ACC004541,CUST002943,Savings,918598806999,7781.49,2024-01-17,0.0152,Active
ACC004542,CUST002944,Checking,769768550161,4413.23,2021-07-26,0.0001,Active
ACC004543,CUST002944,Savings,870629063874,21454.42,2020-01-14,0.0272,Active
ACC004544,CUST002944,Checking,580643180903,3555.02,2021-09-07,0.0001,Active
ACC004545,CUST002944,Checking,370157326264,7624.79,2018-02-24,0.0001,Active
ACC004546,CUST002944,Checking,521645019227,2497.31,2024-10-19,0.0001,Active
ACC004547,CUST002944,Checking,770474376268,3482.13,2022-03-03,0.0001,Active
ACC004548,CUST002945,Checking,526903000849,6188.51,2019-09-06,0.0001,Active
ACC004549,CUST002946,Savings,395405561788,5627.7,2025-02-14,0.016,Active
ACC004550,CUST002947,Savings,188464311019,4971.59,2024-09-26,0.0276,Active
ACC004551,CUST002948,Checking,432233087247,2785.17,2025-06-08,0.0001,Active
ACC004552,CUST002949,CD,174796533880,14240.43,2021-06-25,0.0383,Active
ACC004553,CUST002950,Checking,613698287837,731.63,2025-05-22,0.0001,Active
ACC004554,CUST002951,Savings,931934220509,13663.29,2023-06-13,0.0264,Active
ACC004555,CUST002952,Checking,627765702430,905.31,2020-12-14,0.0001,Closed
ACC004556,CUST002952,Checking,338550949935,7289.56,2024-12-27,0.0001,Active
ACC004557,CUST002953,Checking,716960304260,4314.84,2022-12-14,0.0001,Active
ACC004558,CUST002954,Checking,416395425092,238.71,2025-03-28,0.0001,Active
ACC004559,CUST002955,Checking,081850680208,7272.88,2019-05-22,0.0001,Active
ACC004560,CUST002955,Savings,255481809376,12060.46,2024-11-09,0.0221,Active
ACC004561,CUST002955,Checking,185191616294,8828.99,2020-12-10,0.0001,Active
ACC004562,CUST002955,Checking,774887560136,5776.68,2024-01-03,0.0001,Active
ACC004563,CUST002956,Checking,250217486109,8566.54,2024-08-16,0.0001,Active
ACC004564,CUST002956,Checking,558061150385,3566.57,2021-08-06,0.0001,Dormant
ACC004565,CUST002957,Checking,811005351106,5325.87,2024-04-05,0.0001,Active
ACC004566,CUST002957,Money Market,598779588530,34712.79,2023-02-19,0.04,Active
ACC004567,CUST002957,CD,722708420526,18684.1,2020-05-26,0.0251,Active
ACC004568,CUST002958,Checking,936312588683,6534.68,2018-12-31,0.0001,Active
ACC004569,CUST002959,Money Market,590972592444,5110.51,2025-04-27,0.0231,Active
ACC004570,CUST002960,Savings,922273127915,25458.39,2025-05-29,0.0269,Active
ACC004571,CUST002961,Savings,061383636504,160.41,2025-02-25,0.0165,Active
ACC004572,CUST002961,Checking,286378435487,5140.68,2020-10-08,0.0001,Active
ACC004573,CUST002962,Checking,179099404727,6011.3,2025-03-29,0.0001,Dormant
ACC004574,CUST002963,Checking,333740193786,2307.58,2018-07-31,0.0001,Active
ACC004575,CUST002963,Checking,561127406159,6548.04,2020-08-27,0.0001,Active
ACC004576,CUST002963,Savings,775346977411,16083.44,2019-03-03,0.016,Active
ACC004577,CUST002964,Checking,550423796995,6702.76,2018-07-12,0.0001,Active
ACC004578,CUST002965,Money Market,930121750252,55771.27,2018-04-18,0.0223,Active
ACC004579,CUST002966,Savings,201497557365,25842.38,2023-06-05,0.0111,Active
ACC004580,CUST002967,Money Market,848387038474,48343.14,2020-11-03,0.0218,Active
ACC004581,CUST002968,Checking,307473702405,6172.81,2016-10-30,0.0001,Active
ACC004582,CUST002969,Checking,364123763529,7318.81,2020-06-30,0.0001,Active
ACC004583,CUST002970,Checking,589424620973,8946.96,2020-01-08,0.0001,Active
ACC004584,CUST002970,Savings,514341633501,29289.58,2022-09-28,0.021,Active
ACC004585,CUST002970,Money Market,053573696872,5060.79,2021-10-23,0.0296,Active
ACC004586,CUST002970,Money Market,487611297943,49714.37,2023-02-10,0.0234,Closed
ACC004587,CUST002971,Savings,260344838717,10284.2,2022-05-30,0.0185,Active
ACC004588,CUST002972,Savings,641317111855,6714.81,2025-02-16,0.0238,Active
ACC004589,CUST002973,Checking,130557826297,2527.26,2022-02-24,0.0001,Dormant
ACC004590,CUST002974,Checking,315621497574,3925.98,2025-01-14,0.0001,Active
ACC004591,CUST002975,CD,751420859673,7357.43,2025-02-23,0.0488,Active
ACC004592,CUST002976,Checking,146980365844,4392.09,2018-09-14,0.0001,Active
ACC004593,CUST002976,Savings,598071236098,9426.03,2023-01-01,0.027,Dormant
ACC004594,CUST002977,Savings,493229060809,9192.16,2025-07-28,0.0116,Active
ACC004595,CUST002978,Savings,822136119980,10207.93,2019-11-08,0.0111,Closed
ACC004596,CUST002979,Checking,907786039983,2255.47,2025-05-11,0.0001,Active
ACC004597,CUST002979,CD,915083214310,3672.37,2025-02-07,0.0359,Active
ACC004598,CUST002979,Savings,748755858259,16616.96,2021-10-18,0.0265,Active
ACC004599,CUST002980,Checking,020382889612,2342.34,2024-09-22,0.0001,Active
ACC004600,CUST002981,Money Market,511628009567,35511.37,2024-11-22,0.0262,Active
ACC004601,CUST002982,Money Market,347955131210,29375.73,2018-07-27,0.0381,Active
ACC004602,CUST002983,Checking,776217651747,6795.94,2025-04-24,0.0001,Active
ACC004603,CUST002984,Checking,773522528913,2824.63,2025-09-18,0.0001,Active
ACC004604,CUST002985,Checking,516412733346,5670.99,2023-03-19,0.0001,Active
ACC004605,CUST002985,Money Market,699292906557,37647.89,2023-11-20,0.0393,Active
ACC004606,CUST002985,Checking,691549317489,10428.93,2024-06-27,0.0001,Active
ACC004607,CUST002986,Checking,295031096517,7265.45,2025-02-05,0.0001,Active
ACC004608,CUST002987,Checking,949765240347,2434.45,2020-02-01,0.0001,Active
ACC004609,CUST002988,Checking,720525118280,4316.64,2017-07-07,0.0001,Dormant
ACC004610,CUST002989,Savings,418779464119,0.0,2025-03-20,0.0196,Active
ACC004611,CUST002989,Checking,834720900282,6817.44,2025-04-15,0.0001,Active
ACC004612,CUST002989,Checking,976420372254,2170.15,2024-09-23,0.0001,Active
ACC004613,CUST002989,Savings,175687877991,8688.22,2022-05-31,0.0145,Active
ACC004614,CUST002989,Checking,242122975059,3023.74,2024-08-22,0.0001,Active
ACC004615,CUST002989,Checking,979294483337,1507.35,2022-08-17,0.0001,Active
ACC004616,CUST002989,Checking,816371134544,4392.41,2022-10-15,0.0001,Active
ACC004617,CUST002989,Checking,048765705356,3250.46,2023-12-05,0.0001,Active
ACC004618,CUST002989,Checking,118716501837,3555.83,2024-04-28,0.0001,Active
ACC004619,CUST002990,Checking,303691891595,3539.5,2024-12-11,0.0001,Active
ACC004620,CUST002991,Checking,879597045260,4878.29,2023-05-01,0.0001,Active
ACC004621,CUST002991,Checking,015283311609,1444.6,2024-08-20,0.0001,Active
ACC004622,CUST002992,Money Market,000074654683,26149.9,2020-10-15,0.0386,Active
ACC004623,CUST002993,CD,575096916856,15279.86,2024-01-07,0.0318,Active
ACC004624,CUST002994,Checking,950960162173,3626.82,2024-01-10,0.0001,Active
ACC004625,CUST002994,Savings,591902660838,0.0,2024-06-24,0.0251,Active
ACC004626,CUST002994,Savings,284670802999,18665.99,2024-02-09,0.0187,Active
ACC004627,CUST002994,Checking,625772651165,8752.23,2024-11-24,0.0001,Active
ACC004628,CUST002995,Checking,581915318759,2948.97,2024-06-26,0.0001,Active
ACC004629,CUST002996,Savings,660233507557,10060.26,2024-01-05,0.0252,Active
ACC004630,CUST002997,Checking,658828900458,4262.78,2024-09-26,0.0001,Active
ACC004631,CUST002997,Savings,624019577024,3000.34,2025-08-09,0.0158,Active
ACC004632,CUST002997,Checking,672374106276,517.72,2025-07-17,0.0001,Active
ACC004633,CUST002998,Money Market,467751399105,36874.87,2025-09-09,0.0358,Active
ACC004634,CUST002999,Checking,917802017884,0.0,2023-11-09,0.0001,Active
ACC004635,CUST003000,Savings,167641570930,23381.04,2022-12-29,0.0184,Active
ACC004636,CUST003001,Checking,709291629569,672.22,2024-06-05,0.0001,Active
ACC004637,CUST003001,Money Market,472932660845,23726.74,2025-04-14,0.0265,Active
ACC004638,CUST003002,Money Market,054670387068,15655.58,2023-09-27,0.0303,Dormant
ACC004639,CUST003002,Savings,644031563966,33979.35,2023-06-10,0.0111,Active
ACC004640,CUST003002,Money Market,174250712936,11532.28,2025-08-09,0.0332,Active
ACC004641,CUST003002,Checking,459011492476,1294.9,2019-12-05,0.0001,Active
ACC004642,CUST003003,CD,073928979227,11967.8,2025-08-16,0.0421,Active
ACC004643,CUST003003,Savings,619406990525,8901.69,2025-04-27,0.0254,Active
ACC004644,CUST003003,Checking,374667863120,10314.46,2023-02-27,0.0001,Active
ACC004645,CUST003003,Savings,687547339037,16003.95,2024-02-02,0.0249,Active
ACC004646,CUST003003,Money Market,067512189438,22698.42,2023-12-20,0.0329,Active
ACC004647,CUST003004,CD,353452949759,8997.04,2021-05-05,0.0305,Active
ACC004648,CUST003005,Checking,277610026049,5073.12,2024-06-24,0.0001,Active
ACC004649,CUST003005,Checking,465653710874,5619.98,2019-11-27,0.0001,Active
ACC004650,CUST003005,Money Market,355857169452,31509.45,2022-02-02,0.0373,Active
ACC004651,CUST003005,Money Market,393166111103,36144.02,2022-10-01,0.04,Active
ACC004652,CUST003006,Savings,801391511101,12313.29,2023-03-24,0.027,Active
ACC004653,CUST003007,Checking,024587588576,3942.61,2025-04-04,0.0001,Active
ACC004654,CUST003008,Savings,192711648414,10524.03,2022-11-04,0.0117,Active
ACC004655,CUST003008,Savings,529260561097,18909.46,2025-01-11,0.0162,Dormant
ACC004656,CUST003008,Savings,236450612588,19329.92,2023-08-24,0.0119,Active
ACC004657,CUST003009,Money Market,700628219772,37113.03,2024-05-07,0.0354,Active
ACC004658,CUST003010,Checking,369898835292,7435.14,2025-05-16,0.0001,Active
ACC004659,CUST003010,Checking,897342858101,3007.44,2024-08-22,0.0001,Active
ACC004660,CUST003011,Checking,893804308328,5421.28,2025-09-24,0.0001,Active
ACC004661,CUST003012,Checking,395175630222,5725.55,2023-09-29,0.0001,Active
ACC004662,CUST003013,Checking,862951414108,8534.21,2024-09-26,0.0001,Active
ACC004663,CUST003014,Savings,811670079684,29099.02,2019-03-11,0.0114,Active
ACC004664,CUST003015,Money Market,092551461983,14766.48,2023-05-11,0.0301,Closed
ACC004665,CUST003016,Savings,534083597750,20276.47,2025-07-01,0.0256,Active
ACC004666,CUST003017,Checking,345972652343,3921.0,2025-05-02,0.0001,Active
ACC004667,CUST003018,Checking,508312623097,5987.96,2024-03-19,0.0001,Active
ACC004668,CUST003019,Checking,919251558281,0.0,2025-05-06,0.0001,Dormant
ACC004669,CUST003020,Checking,073862152472,4268.33,2025-03-17,0.0001,Active
ACC004670,CUST003021,Checking,940114671443,9943.04,2024-02-16,0.0001,Active
ACC004671,CUST003022,Money Market,933273100187,31180.25,2023-11-14,0.0323,Dormant
ACC004672,CUST003023,Checking,536488876320,5533.07,2024-02-02,0.0001,Active
ACC004673,CUST003024,Checking,913099564975,7226.83,2018-03-21,0.0001,Active
ACC004674,CUST003025,Checking,581756091894,2487.98,2024-03-21,0.0001,Active
ACC004675,CUST003026,Checking,624382296825,5316.23,2022-11-21,0.0001,Active
ACC004676,CUST003027,CD,549048444835,12210.54,2025-05-25,0.0305,Active
ACC004677,CUST003027,Checking,623209087807,3713.13,2025-09-07,0.0001,Active
ACC004678,CUST003027,Checking,579976052004,5184.22,2025-06-03,0.0001,Active
ACC004679,CUST003028,Checking,842551893131,9747.55,2024-09-04,0.0001,Active
ACC004680,CUST003029,Savings,783370661154,10552.18,2023-01-07,0.0101,Active
ACC004681,CUST003029,Savings,854709128487,18587.06,2024-08-13,0.0202,Active
ACC004682,CUST003029,Savings,137437715411,0.0,2019-11-20,0.023,Active
ACC004683,CUST003030,Checking,126362352767,4851.07,2024-05-07,0.0001,Dormant
ACC004684,CUST003031,Money Market,298760092755,23939.85,2023-04-29,0.0316,Active
ACC004685,CUST003032,Checking,747807729545,8467.68,2021-05-06,0.0001,Active
ACC004686,CUST003032,Checking,841817434239,6021.88,2016-05-31,0.0001,Active
ACC004687,CUST003032,Checking,428719605288,4191.32,2023-06-13,0.0001,Active
ACC004688,CUST003032,Money Market,061703653402,29749.83,2021-11-11,0.0291,Active
ACC004689,CUST003033,Checking,525221828200,4536.17,2024-08-01,0.0001,Active
ACC004690,CUST003034,Savings,879513436503,20960.87,2024-06-28,0.0196,Active
ACC004691,CUST003035,Savings,723856132501,11913.67,2024-06-14,0.0156,Active
ACC004692,CUST003036,Checking,197189383829,6340.23,2025-09-26,0.0001,Active
ACC004693,CUST003037,Checking,307005204777,7412.33,2025-08-20,0.0001,Active
ACC004694,CUST003038,Savings,285738643149,10216.33,2025-09-21,0.0101,Active
ACC004695,CUST003039,Money Market,313288639278,24785.59,2025-08-24,0.0365,Active
ACC004696,CUST003040,Checking,787491599390,9889.44,2024-04-04,0.0001,Dormant
ACC004697,CUST003041,Checking,649354693636,4306.05,2019-07-31,0.0001,Active
ACC004698,CUST003041,Savings,731608403459,5265.85,2020-07-23,0.022,Active
ACC004699,CUST003042,CD,499583405977,8911.47,2022-09-12,0.0394,Active
ACC004700,CUST003043,Checking,468427206957,8040.25,2025-08-13,0.0001,Active
ACC004701,CUST003043,Checking,165407456381,0.0,2025-03-10,0.0001,Active
ACC004702,CUST003043,Checking,256619884798,4420.53,2025-03-04,0.0001,Active
ACC004703,CUST003043,CD,658945621748,13429.52,2025-02-17,0.0496,Active
ACC004704,CUST003044,Checking,669712764685,7945.58,2024-06-19,0.0001,Active
ACC004705,CUST003045,Savings,777960781413,3170.6,2024-10-01,0.0294,Active
ACC004706,CUST003046,Checking,707247687938,4080.12,2025-07-30,0.0001,Active
ACC004707,CUST003047,Savings,114960660934,13794.62,2024-03-20,0.0214,Active
ACC004708,CUST003048,Checking,357763331614,5734.9,2024-01-04,0.0001,Active
ACC004709,CUST003049,Checking,325173136504,5924.3,2021-04-21,0.0001,Active
ACC004710,CUST003050,Checking,929646191512,8879.99,2022-01-25,0.0001,Dormant
ACC004711,CUST003051,Checking,720029973316,13953.26,2022-07-31,0.0001,Active
ACC004712,CUST003052,CD,541849589483,16657.31,2023-12-15,0.0433,Active
ACC004713,CUST003053,Checking,554512603070,787.58,2018-06-18,0.0001,Active
ACC004714,CUST003054,Savings,184344294215,3568.23,2021-05-29,0.0146,Dormant
ACC004715,CUST003055,Savings,758655918587,22136.83,2020-05-13,0.0188,Active
ACC004716,CUST003056,Checking,895478836545,6217.91,2018-11-26,0.0001,Active
ACC004717,CUST003057,Checking,724939567997,3154.61,2019-10-20,0.0001,Active
